TabID,Provenience
P117319,Puzriš-Dagan (mod. Drehem)
P117320,Puzriš-Dagan (mod. Drehem)
P117321,Puzriš-Dagan (mod. Drehem)
P117322,Puzriš-Dagan (mod. Drehem)
P117323,Puzriš-Dagan (mod. Drehem)
P117324,Puzriš-Dagan (mod. Drehem)
P117325,Umma (mod. Tell Jokha)
P117326,Umma (mod. Tell Jokha)
P117327,Girsu (mod. Tello)
P117328,Umma (mod. Tell Jokha)
P117329,Umma (mod. Tell Jokha)
P117330,Umma (mod. Tell Jokha)
P117331,Girsu (mod. Tello)
P117332,Puzriš-Dagan (mod. Drehem)
P117333,Umma (mod. Tell Jokha)
P117334,Umma (mod. Tell Jokha)
P117335,Umma (mod. Tell Jokha)
P117336,Puzriš-Dagan (mod. Drehem)
P117337,Puzriš-Dagan (mod. Drehem)
P117338,Puzriš-Dagan (mod. Drehem)
P117339,Puzriš-Dagan (mod. Drehem)
P117340,Umma (mod. Tell Jokha)
P117341,Puzriš-Dagan (mod. Drehem)
P117342,Puzriš-Dagan (mod. Drehem)
P117343,Puzriš-Dagan (mod. Drehem)
P117344,Puzriš-Dagan (mod. Drehem)
P117345,uncertain (mod. uncertain)
P117346,Umma (mod. Tell Jokha)
P117347,Umma (mod. Tell Jokha)
P117348,Nippur (mod. Nuffar)
P117349,Umma (mod. Tell Jokha)
P117350,Umma (mod. Tell Jokha)
P117351,Puzriš-Dagan (mod. Drehem)
P117352,Puzriš-Dagan (mod. Drehem)
P117353,Puzriš-Dagan (mod. Drehem)
P117354,Girsu (mod. Tello)
P117355,Puzriš-Dagan (mod. Drehem)
P117356,Girsu (mod. Tello)
P117357,Puzriš-Dagan (mod. Drehem)
P117358,Puzriš-Dagan (mod. Drehem)
P117359,Umma (mod. Tell Jokha)
P117360,Puzriš-Dagan (mod. Drehem)
P117361,Girsu (mod. Tello)
P117362,Puzriš-Dagan (mod. Drehem)
P117363,Puzriš-Dagan (mod. Drehem)
P117364,Nippur (mod. Nuffar)
P117365,uncertain (mod. uncertain)
P117366,Umma (mod. Tell Jokha)
P117367,Girsu (mod. Tello)
P117368,Nippur (mod. Nuffar)
P117369,Ur (mod. Tell Muqayyar)
P117370,uncertain (mod. uncertain)
P117371,Girsu (mod. Tello)
P117372,Umma (mod. Tell Jokha)
P117373,Adab (mod. Bismaya) ?
P117374,Umma (mod. Tell Jokha)
P117375,Umma (mod. Tell Jokha)
P117376,Umma (mod. Tell Jokha)
P117377,Umma (mod. Tell Jokha)
P117378,Girsu (mod. Tello) ?
P117379,Girsu (mod. Tello)
P117380,uncertain (mod. uncertain)
P117381,Umma (mod. Tell Jokha)
P117382,Umma (mod. Tell Jokha)
P117383,uncertain (mod. uncertain)
P117384,Umma (mod. Tell Jokha)
P117385,Umma (mod. Tell Jokha)
P117386,Umma (mod. Tell Jokha)
P117387,Umma (mod. Tell Jokha)
P117388,uncertain (mod. uncertain)
P117389,Umma (mod. Tell Jokha)
P117390,Umma (mod. Tell Jokha)
P117391,Umma (mod. Tell Jokha)
P117392,Umma (mod. Tell Jokha)
P117396,uncertain (mod. uncertain)
P117407,Umma (mod. Tell Jokha)
P117408,Puzriš-Dagan (mod. Drehem)
P117409,Puzriš-Dagan (mod. Drehem)
P117410,Umma (mod. Tell Jokha)
P117411,Umma (mod. Tell Jokha)
P117412,Puzriš-Dagan (mod. Drehem)
P117413,Puzriš-Dagan (mod. Drehem)
P117414,Puzriš-Dagan (mod. Drehem)
P117415,Umma (mod. Tell Jokha)
P117416,Puzriš-Dagan (mod. Drehem)
P117417,Umma (mod. Tell Jokha)
P117418,Puzriš-Dagan (mod. Drehem)
P117419,Puzriš-Dagan (mod. Drehem)
P117420,Girsu (mod. Tello)
P117421,Umma (mod. Tell Jokha)
P117422,Puzriš-Dagan (mod. Drehem)
P117423,Puzriš-Dagan (mod. Drehem)
P117424,Umma (mod. Tell Jokha)
P117425,Umma (mod. Tell Jokha)
P117426,Puzriš-Dagan (mod. Drehem)
P117427,Umma (mod. Tell Jokha)
P117428,Umma (mod. Tell Jokha)
P117429,Puzriš-Dagan (mod. Drehem)
P117430,Puzriš-Dagan (mod. Drehem)
P117431,Puzriš-Dagan (mod. Drehem)
P117432,Umma (mod. Tell Jokha)
P117433,Umma (mod. Tell Jokha)
P117434,Puzriš-Dagan (mod. Drehem)
P117435,Puzriš-Dagan (mod. Drehem)
P117436,Nippur (mod. Nuffar)
P117437,Puzriš-Dagan (mod. Drehem)
P117438,Umma (mod. Tell Jokha)
P117439,Umma (mod. Tell Jokha)
P117440,Puzriš-Dagan (mod. Drehem)
P117441,Umma (mod. Tell Jokha)
P117442,Umma (mod. Tell Jokha)
P117443,Puzriš-Dagan (mod. Drehem) ?
P117444,Umma (mod. Tell Jokha)
P117445,Puzriš-Dagan (mod. Drehem)
P117446,Umma (mod. Tell Jokha)
P117447,Girsu (mod. Tello) ?
P117448,Puzriš-Dagan (mod. Drehem)
P117449,Umma (mod. Tell Jokha)
P117450,Puzriš-Dagan (mod. Drehem)
P117451,Puzriš-Dagan (mod. Drehem)
P117452,Puzriš-Dagan (mod. Drehem)
P117453,Umma (mod. Tell Jokha)
P117454,Nippur (mod. Nuffar)
P117455,Puzriš-Dagan (mod. Drehem)
P117456,uncertain (mod. uncertain)
P117457,Girsu (mod. Tello)
P117458,Girsu (mod. Tello)
P117459,Umma (mod. Tell Jokha)
P117460,Umma (mod. Tell Jokha)
P117461,Adab (mod. Bismaya)
P117462,Puzriš-Dagan (mod. Drehem)
P117463,Puzriš-Dagan (mod. Drehem)
P117464,uncertain (mod. uncertain)
P117465,Puzriš-Dagan (mod. Drehem)
P117466,Nippur (mod. Nuffar)
P117467,Puzriš-Dagan (mod. Drehem)
P117468,Puzriš-Dagan (mod. Drehem)
P117469,uncertain (mod. uncertain)
P117470,Umma (mod. Tell Jokha)
P117471,Umma (mod. Tell Jokha)
P117472,Umma (mod. Tell Jokha)
P117473,Umma (mod. Tell Jokha)
P117474,Umma (mod. Tell Jokha)
P117475,Puzriš-Dagan (mod. Drehem)
P117476,Umma (mod. Tell Jokha)
P117477,Puzriš-Dagan (mod. Drehem)
P117478,Umma (mod. Tell Jokha)
P117479,Puzriš-Dagan (mod. Drehem)
P117480,Umma (mod. Tell Jokha)
P117481,uncertain (mod. uncertain)
P117482,Umma (mod. Tell Jokha)
P117483,Puzriš-Dagan (mod. Drehem)
P117484,Girsu (mod. Tello)
P117485,
P117486,Umma (mod. Tell Jokha)
P117487,uncertain (mod. uncertain)
P117488,Puzriš-Dagan (mod. Drehem)
P117489,Puzriš-Dagan (mod. Drehem)
P117490,Umma (mod. Tell Jokha)
P117491,Nippur (mod. Nuffar)
P117492,Puzriš-Dagan (mod. Drehem)
P117493,Puzriš-Dagan (mod. Drehem)
P117494,Umma (mod. Tell Jokha)
P117495,Umma (mod. Tell Jokha)
P117496,Girsu (mod. Tello)
P117497,Puzriš-Dagan (mod. Drehem)
P117498,Ur (mod. Tell Muqayyar) ?
P117499,Puzriš-Dagan (mod. Drehem)
P117500,Ur (mod. Tell Muqayyar)
P117501,Ur (mod. Tell Muqayyar)
P117502,Ur (mod. Tell Muqayyar)
P117503,uncertain (mod. uncertain)
P117504,Umma (mod. Tell Jokha)
P117505,Puzriš-Dagan (mod. Drehem)
P117506,Ur (mod. Tell Muqayyar)
P117507,Girsu (mod. Tello)
P117508,Girsu (mod. Tello)
P117509,Girsu (mod. Tello)
P117510,Puzriš-Dagan (mod. Drehem)
P117511,Puzriš-Dagan (mod. Drehem)
P117512,Girsu (mod. Tello)
P117513,Puzriš-Dagan (mod. Drehem)
P117514,Irisagrig (mod. uncertain) ?
P117515,Irisagrig (mod. uncertain) ?
P117517,Girsu (mod. Tello)
P117518,Irisagrig (mod. uncertain) ?
P117519,Irisagrig (mod. uncertain) ?
P117521,Irisagrig (mod. uncertain) ?
P117523,Irisagrig (mod. uncertain) ?
P117525,Puzriš-Dagan (mod. Drehem)
P117526,Umma (mod. Tell Jokha)
P117527,Umma (mod. Tell Jokha)
P117528,Girsu (mod. Tello)
P117529,Umma (mod. Tell Jokha)
P117530,Umma (mod. Tell Jokha)
P117531,Umma (mod. Tell Jokha)
P117532,Umma (mod. Tell Jokha)
P117533,Umma (mod. Tell Jokha)
P117534,Girsu (mod. Tello)
P117535,Umma (mod. Tell Jokha)
P117536,Umma (mod. Tell Jokha)
P117537,Puzriš-Dagan (mod. Drehem)
P117538,uncertain (mod. uncertain)
P117539,Girsu (mod. Tello)
P117540,Girsu (mod. Tello)
P117541,Puzriš-Dagan (mod. Drehem)
P117542,Umma (mod. Tell Jokha)
P117543,Ur (mod. Tell Muqayyar)
P117544,Umma (mod. Tell Jokha)
P117545,Puzriš-Dagan (mod. Drehem)
P117546,Umma (mod. Tell Jokha)
P117547,Umma (mod. Tell Jokha)
P117548,Umma (mod. Tell Jokha)
P117549,Ur (mod. Tell Muqayyar)
P117550,Umma (mod. Tell Jokha)
P117551,Umma (mod. Tell Jokha)
P117552,Umma (mod. Tell Jokha)
P117553,Umma (mod. Tell Jokha)
P117554,Umma (mod. Tell Jokha)
P117555,Umma (mod. Tell Jokha)
P117556,Umma (mod. Tell Jokha)
P117557,Umma (mod. Tell Jokha)
P117558,Umma (mod. Tell Jokha)
P117559,Umma (mod. Tell Jokha)
P117560,...
P117561,Umma (mod. Tell Jokha)
P117562,Umma (mod. Tell Jokha)
P117563,Umma (mod. Tell Jokha)
P117564,Umma (mod. Tell Jokha)
P117565,Umma (mod. Tell Jokha)
P117566,Umma (mod. Tell Jokha)
P117567,Puzriš-Dagan (mod. Drehem)
P117568,uncertain (mod. uncertain)
P117569,Umma (mod. Tell Jokha)
P117570,Puzriš-Dagan (mod. Drehem)
P117571,Umma (mod. Tell Jokha)
P117572,Umma (mod. Tell Jokha)
P117573,Ur (mod. Tell Muqayyar)
P117574,Girsu (mod. Tello)
P117575,Puzriš-Dagan (mod. Drehem)
P117576,Umma (mod. Tell Jokha)
P117577,Girsu (mod. Tello)
P117578,Puzriš-Dagan (mod. Drehem)
P117579,Puzriš-Dagan (mod. Drehem)
P117580,Puzriš-Dagan (mod. Drehem)
P117581,uncertain (mod. uncertain)
P117582,Puzriš-Dagan (mod. Drehem)
P117583,Puzriš-Dagan (mod. Drehem)
P117584,Nippur (mod. Nuffar)
P117585,Puzriš-Dagan (mod. Drehem)
P117586,Puzriš-Dagan (mod. Drehem)
P117587,Puzriš-Dagan (mod. Drehem)
P117588,uncertain (mod. uncertain)
P117589,Puzriš-Dagan (mod. Drehem)
P117590,Umma (mod. Tell Jokha)
P117591,Umma (mod. Tell Jokha)
P117592,Umma (mod. Tell Jokha)
P117593,Puzriš-Dagan (mod. Drehem)
P117594,Puzriš-Dagan (mod. Drehem)
P117595,Puzriš-Dagan (mod. Drehem)
P117596,Umma (mod. Tell Jokha)
P117597,Girsu (mod. Tello)
P117598,Girsu (mod. Tello)
P117600,Nippur (mod. Nuffar)
P117601,uncertain (mod. uncertain)
P117602,Puzriš-Dagan (mod. Drehem)
P117603,Umma (mod. Tell Jokha)
P117605,...
P117607,Girsu (mod. Tello)
P117608,Puzriš-Dagan (mod. Drehem)
P117609,Puzriš-Dagan (mod. Drehem)
P117610,Puzriš-Dagan (mod. Drehem)
P117611,Puzriš-Dagan (mod. Drehem)
P117612,Puzriš-Dagan (mod. Drehem)
P117613,Puzriš-Dagan (mod. Drehem)
P117614,Puzriš-Dagan (mod. Drehem)
P117615,Girsu (mod. Tello)
P117616,Puzriš-Dagan (mod. Drehem)
P117617,Puzriš-Dagan (mod. Drehem)
P117618,Umma (mod. Tell Jokha)
P117619,Puzriš-Dagan (mod. Drehem)
P117620,Puzriš-Dagan (mod. Drehem)
P117621,Puzriš-Dagan (mod. Drehem)
P117622,Umma (mod. Tell Jokha)
P117623,Umma (mod. Tell Jokha)
P117624,Umma (mod. Tell Jokha)
P117625,Umma (mod. Tell Jokha)
P117626,Puzriš-Dagan (mod. Drehem)
P117627,Umma (mod. Tell Jokha)
P117628,Umma (mod. Tell Jokha)
P117629,Puzriš-Dagan (mod. Drehem)
P117630,Umma (mod. Tell Jokha)
P117631,Girsu (mod. Tello)
P117632,Umma (mod. Tell Jokha)
P117633,Puzriš-Dagan (mod. Drehem)
P117634,Umma (mod. Tell Jokha)
P117635,Umma (mod. Tell Jokha)
P117636,Umma (mod. Tell Jokha)
P117637,Umma (mod. Tell Jokha)
P117638,Girsu (mod. Tello)
P117639,...
P117640,Puzriš-Dagan (mod. Drehem)
P117641,Puzriš-Dagan (mod. Drehem)
P117642,Puzriš-Dagan (mod. Drehem)
P117643,Puzriš-Dagan (mod. Drehem)
P117644,Girsu (mod. Tello)
P117645,Puzriš-Dagan (mod. Drehem)
P117646,Puzriš-Dagan (mod. Drehem)
P117647,Umma (mod. Tell Jokha)
P117648,Umma (mod. Tell Jokha)
P117649,Puzriš-Dagan (mod. Drehem)
P117651,Nippur (mod. Nuffar)
P117652,Puzriš-Dagan (mod. Drehem) ?
P117654,Umma (mod. Tell Jokha)
P117655,Irisagrig (mod. uncertain) ?
P117657,Irisagrig (mod. uncertain) ?
P117659,Irisagrig (mod. uncertain) ?
P117661,Irisagrig (mod. uncertain) ?
P117663,Umma (mod. Tell Jokha)
P117664,Umma (mod. Tell Jokha)
P117665,Adab (mod. Bismaya)
P117666,Irisagrig (mod. uncertain) ?
P117668,Irisagrig (mod. uncertain) ?
P117670,Irisagrig (mod. uncertain) ?
P117672,Irisagrig (mod. uncertain) ?
P117674,Puzriš-Dagan (mod. Drehem)
P117675,...
P117677,Irisagrig (mod. uncertain) ?
P117678,Irisagrig (mod. uncertain) ?
P117680,Puzriš-Dagan (mod. Drehem)
P117681,Irisagrig (mod. uncertain) ?
P117682,Umma (mod. Tell Jokha)
P117683,Umma (mod. Tell Jokha)
P117684,Puzriš-Dagan (mod. Drehem)
P117685,Umma (mod. Tell Jokha)
P117686,Umma (mod. Tell Jokha)
P117687,Umma (mod. Tell Jokha)
P117688,Umma (mod. Tell Jokha)
P117689,Umma (mod. Tell Jokha)
P117690,Umma (mod. Tell Jokha)
P117691,Umma (mod. Tell Jokha)
P117692,Umma (mod. Tell Jokha)
P117693,Umma (mod. Tell Jokha)
P117694,Umma (mod. Tell Jokha)
P117695,Umma (mod. Tell Jokha)
P117696,Umma (mod. Tell Jokha)
P117697,Umma (mod. Tell Jokha)
P117698,Umma (mod. Tell Jokha)
P117699,Umma (mod. Tell Jokha)
P117700,Umma (mod. Tell Jokha)
P117701,Umma (mod. Tell Jokha)
P117702,Umma (mod. Tell Jokha)
P117703,Umma (mod. Tell Jokha)
P117704,Umma (mod. Tell Jokha)
P117705,Umma (mod. Tell Jokha)
P117706,Umma (mod. Tell Jokha)
P117707,Umma (mod. Tell Jokha)
P117708,Umma (mod. Tell Jokha)
P117709,Umma (mod. Tell Jokha)
P117710,Umma (mod. Tell Jokha)
P117711,Umma (mod. Tell Jokha)
P117712,Umma (mod. Tell Jokha)
P117713,Umma (mod. Tell Jokha)
P117714,Umma (mod. Tell Jokha)
P117715,Umma (mod. Tell Jokha)
P117716,Umma (mod. Tell Jokha)
P117717,Umma (mod. Tell Jokha)
P117718,Umma (mod. Tell Jokha)
P117719,Umma (mod. Tell Jokha)
P117720,Umma (mod. Tell Jokha)
P117721,Umma (mod. Tell Jokha)
P117722,Umma (mod. Tell Jokha)
P117723,Umma (mod. Tell Jokha)
P117724,Umma (mod. Tell Jokha)
P117725,Umma (mod. Tell Jokha)
P117726,Umma (mod. Tell Jokha)
P117727,Umma (mod. Tell Jokha)
P117728,Umma (mod. Tell Jokha)
P117729,Umma (mod. Tell Jokha)
P117730,Umma (mod. Tell Jokha)
P117731,Umma (mod. Tell Jokha)
P117732,Umma (mod. Tell Jokha)
P117733,Umma (mod. Tell Jokha)
P117734,Umma (mod. Tell Jokha)
P117735,Umma (mod. Tell Jokha)
P117736,Umma (mod. Tell Jokha)
P117737,Umma (mod. Tell Jokha)
P117738,Umma (mod. Tell Jokha)
P117739,Umma (mod. Tell Jokha)
P117740,Umma (mod. Tell Jokha)
P117741,Umma (mod. Tell Jokha)
P117742,Umma (mod. Tell Jokha)
P117743,Umma (mod. Tell Jokha)
P117744,Umma (mod. Tell Jokha)
P117745,Umma (mod. Tell Jokha)
P117746,Umma (mod. Tell Jokha)
P117747,Umma (mod. Tell Jokha)
P117748,Umma (mod. Tell Jokha)
P117749,Umma (mod. Tell Jokha)
P117750,Umma (mod. Tell Jokha)
P117751,Umma (mod. Tell Jokha)
P117752,Umma (mod. Tell Jokha)
P117753,Umma (mod. Tell Jokha)
P117754,Umma (mod. Tell Jokha)
P117755,Umma (mod. Tell Jokha)
P117756,Umma (mod. Tell Jokha)
P117757,Umma (mod. Tell Jokha)
P117758,Umma (mod. Tell Jokha)
P117759,Umma (mod. Tell Jokha)
P117760,Umma (mod. Tell Jokha)
P117761,Umma (mod. Tell Jokha)
P117762,Umma (mod. Tell Jokha)
P117763,Umma (mod. Tell Jokha)
P117764,Umma (mod. Tell Jokha)
P117765,Umma (mod. Tell Jokha)
P117766,Umma (mod. Tell Jokha)
P117767,Umma (mod. Tell Jokha)
P117768,Umma (mod. Tell Jokha)
P117769,Umma (mod. Tell Jokha)
P117770,Umma (mod. Tell Jokha)
P117771,Umma (mod. Tell Jokha)
P117772,Umma (mod. Tell Jokha)
P117773,Umma (mod. Tell Jokha)
P117774,Umma (mod. Tell Jokha)
P117775,Umma (mod. Tell Jokha)
P117776,Umma (mod. Tell Jokha)
P117777,Umma (mod. Tell Jokha)
P117778,Umma (mod. Tell Jokha)
P117779,Umma (mod. Tell Jokha)
P117780,Umma (mod. Tell Jokha)
P117781,Umma (mod. Tell Jokha)
P117782,Umma (mod. Tell Jokha)
P117783,Umma (mod. Tell Jokha)
P117784,Umma (mod. Tell Jokha)
P117785,Umma (mod. Tell Jokha)
P117786,Umma (mod. Tell Jokha)
P117787,Umma (mod. Tell Jokha)
P117788,Umma (mod. Tell Jokha)
P117789,Umma (mod. Tell Jokha)
P117790,Umma (mod. Tell Jokha)
P117791,Umma (mod. Tell Jokha)
P117792,Umma (mod. Tell Jokha)
P117793,Umma (mod. Tell Jokha)
P117794,Umma (mod. Tell Jokha)
P117795,Umma (mod. Tell Jokha)
P117796,Umma (mod. Tell Jokha)
P117797,Umma (mod. Tell Jokha)
P117798,Umma (mod. Tell Jokha)
P117799,Umma (mod. Tell Jokha)
P117800,Umma (mod. Tell Jokha)
P117801,Umma (mod. Tell Jokha)
P117802,Umma (mod. Tell Jokha)
P117803,Umma (mod. Tell Jokha)
P117804,Umma (mod. Tell Jokha)
P117805,Umma (mod. Tell Jokha)
P117806,Umma (mod. Tell Jokha)
P117807,Umma (mod. Tell Jokha)
P117808,Umma (mod. Tell Jokha)
P117809,Umma (mod. Tell Jokha)
P117810,Umma (mod. Tell Jokha)
P117811,Umma (mod. Tell Jokha)
P117812,Umma (mod. Tell Jokha)
P117813,Umma (mod. Tell Jokha)
P117814,Umma (mod. Tell Jokha)
P117815,Umma (mod. Tell Jokha)
P117816,Umma (mod. Tell Jokha)
P117817,Umma (mod. Tell Jokha)
P117818,Umma (mod. Tell Jokha)
P117819,Umma (mod. Tell Jokha)
P117820,Umma (mod. Tell Jokha)
P117821,Umma (mod. Tell Jokha)
P117822,Umma (mod. Tell Jokha)
P117823,Umma (mod. Tell Jokha)
P117824,Umma (mod. Tell Jokha)
P117825,Umma (mod. Tell Jokha)
P117826,Umma (mod. Tell Jokha)
P117827,Umma (mod. Tell Jokha)
P117828,Umma (mod. Tell Jokha)
P117829,Umma (mod. Tell Jokha)
P117830,Umma (mod. Tell Jokha)
P117831,Umma (mod. Tell Jokha)
P117832,Umma (mod. Tell Jokha)
P117833,Umma (mod. Tell Jokha)
P117834,Umma (mod. Tell Jokha)
P117835,Umma (mod. Tell Jokha)
P117836,Umma (mod. Tell Jokha)
P117837,Umma (mod. Tell Jokha)
P117838,Umma (mod. Tell Jokha)
P117839,Umma (mod. Tell Jokha)
P117840,Umma (mod. Tell Jokha)
P117841,Umma (mod. Tell Jokha)
P117842,Umma (mod. Tell Jokha)
P117843,Umma (mod. Tell Jokha)
P117844,Umma (mod. Tell Jokha)
P117845,Umma (mod. Tell Jokha)
P117846,Umma (mod. Tell Jokha)
P117847,Umma (mod. Tell Jokha)
P117848,Umma (mod. Tell Jokha)
P117849,Umma (mod. Tell Jokha)
P117850,Umma (mod. Tell Jokha)
P117851,Umma (mod. Tell Jokha)
P117852,Umma (mod. Tell Jokha)
P117853,Umma (mod. Tell Jokha)
P117854,Umma (mod. Tell Jokha)
P117855,Umma (mod. Tell Jokha)
P117856,Umma (mod. Tell Jokha)
P117857,Umma (mod. Tell Jokha)
P117858,Umma (mod. Tell Jokha)
P117859,Umma (mod. Tell Jokha)
P117860,Umma (mod. Tell Jokha)
P117861,Umma (mod. Tell Jokha)
P117862,Umma (mod. Tell Jokha)
P117863,Umma (mod. Tell Jokha)
P117864,Umma (mod. Tell Jokha)
P117865,Umma (mod. Tell Jokha)
P117866,Umma (mod. Tell Jokha)
P117867,Umma (mod. Tell Jokha)
P117868,Umma (mod. Tell Jokha)
P117869,Umma (mod. Tell Jokha)
P117870,Umma (mod. Tell Jokha)
P117871,Umma (mod. Tell Jokha)
P117872,Umma (mod. Tell Jokha)
P117873,Umma (mod. Tell Jokha)
P117874,Umma (mod. Tell Jokha)
P117875,Umma (mod. Tell Jokha)
P117876,Umma (mod. Tell Jokha)
P117877,Umma (mod. Tell Jokha)
P117878,Umma (mod. Tell Jokha)
P117879,Umma (mod. Tell Jokha)
P117880,Umma (mod. Tell Jokha)
P117881,Umma (mod. Tell Jokha)
P117882,Umma (mod. Tell Jokha)
P117883,Umma (mod. Tell Jokha)
P117884,Umma (mod. Tell Jokha)
P117885,Umma (mod. Tell Jokha)
P117886,Umma (mod. Tell Jokha)
P117887,Umma (mod. Tell Jokha)
P117888,Umma (mod. Tell Jokha)
P117889,Umma (mod. Tell Jokha)
P117890,Girsu (mod. Tello) ?
P117891,Umma (mod. Tell Jokha)
P117892,Umma (mod. Tell Jokha)
P117893,Umma (mod. Tell Jokha)
P117894,Umma (mod. Tell Jokha)
P117895,Umma (mod. Tell Jokha)
P117896,Umma (mod. Tell Jokha)
P117897,Umma (mod. Tell Jokha)
P117898,Umma (mod. Tell Jokha)
P117899,Umma (mod. Tell Jokha)
P117900,Umma (mod. Tell Jokha)
P117902,Girsu (mod. Tello)
P117903,Umma (mod. Tell Jokha)
P117904,Umma (mod. Tell Jokha)
P117905,Umma (mod. Tell Jokha)
P117906,Umma (mod. Tell Jokha)
P117907,Umma (mod. Tell Jokha)
P117908,Umma (mod. Tell Jokha)
P117909,Umma (mod. Tell Jokha)
P117910,Umma (mod. Tell Jokha)
P117911,Umma (mod. Tell Jokha)
P117912,Umma (mod. Tell Jokha)
P117913,Umma (mod. Tell Jokha)
P117914,Umma (mod. Tell Jokha)
P117915,Umma (mod. Tell Jokha)
P117916,Umma (mod. Tell Jokha)
P117917,Umma (mod. Tell Jokha)
P117918,Umma (mod. Tell Jokha)
P117919,Umma (mod. Tell Jokha)
P117920,Umma (mod. Tell Jokha)
P117921,Umma (mod. Tell Jokha)
P117922,Umma (mod. Tell Jokha)
P117923,Umma (mod. Tell Jokha)
P117924,Umma (mod. Tell Jokha)
P117925,Umma (mod. Tell Jokha)
P117926,Umma (mod. Tell Jokha)
P117927,Umma (mod. Tell Jokha)
P117928,Umma (mod. Tell Jokha)
P117929,Umma (mod. Tell Jokha)
P117930,Umma (mod. Tell Jokha)
P117931,Umma (mod. Tell Jokha)
P117932,Umma (mod. Tell Jokha)
P117933,Umma (mod. Tell Jokha)
P117934,Umma (mod. Tell Jokha)
P117935,Umma (mod. Tell Jokha)
P117936,Umma (mod. Tell Jokha)
P117937,Umma (mod. Tell Jokha)
P117938,Umma (mod. Tell Jokha)
P117939,Umma (mod. Tell Jokha)
P117940,Umma (mod. Tell Jokha)
P117941,Umma (mod. Tell Jokha)
P117942,Umma (mod. Tell Jokha)
P117943,Umma (mod. Tell Jokha)
P117944,Umma (mod. Tell Jokha)
P117945,Umma (mod. Tell Jokha)
P117946,Umma (mod. Tell Jokha)
P117947,Umma (mod. Tell Jokha)
P117948,Umma (mod. Tell Jokha)
P117949,Umma (mod. Tell Jokha)
P117950,Umma (mod. Tell Jokha)
P117951,Umma (mod. Tell Jokha)
P117952,Umma (mod. Tell Jokha)
P117953,Umma (mod. Tell Jokha)
P117954,Umma (mod. Tell Jokha)
P117955,Umma (mod. Tell Jokha)
P117956,Umma (mod. Tell Jokha)
P117957,Umma (mod. Tell Jokha)
P117958,Umma (mod. Tell Jokha)
P117959,Umma (mod. Tell Jokha)
P117960,Umma (mod. Tell Jokha)
P117961,Umma (mod. Tell Jokha)
P117962,Umma (mod. Tell Jokha)
P117963,Umma (mod. Tell Jokha)
P117964,Umma (mod. Tell Jokha)
P117965,Umma (mod. Tell Jokha)
P117966,Umma (mod. Tell Jokha)
P117967,Umma (mod. Tell Jokha)
P117968,Umma (mod. Tell Jokha)
P117969,Umma (mod. Tell Jokha)
P117970,Umma (mod. Tell Jokha)
P117971,Umma (mod. Tell Jokha)
P117972,Umma (mod. Tell Jokha)
P117973,Umma (mod. Tell Jokha)
P117974,Umma (mod. Tell Jokha)
P117975,Umma (mod. Tell Jokha)
P117976,Umma (mod. Tell Jokha)
P117977,Umma (mod. Tell Jokha)
P117978,Umma (mod. Tell Jokha)
P117979,Umma (mod. Tell Jokha)
P117980,Umma (mod. Tell Jokha)
P117981,Umma (mod. Tell Jokha)
P117982,Umma (mod. Tell Jokha)
P117983,Umma (mod. Tell Jokha)
P117984,Umma (mod. Tell Jokha)
P117985,Umma (mod. Tell Jokha)
P117986,Umma (mod. Tell Jokha)
P117987,Umma (mod. Tell Jokha)
P117988,Umma (mod. Tell Jokha)
P117989,Umma (mod. Tell Jokha)
P117990,Umma (mod. Tell Jokha)
P117991,Umma (mod. Tell Jokha)
P117992,Umma (mod. Tell Jokha)
P117993,Umma (mod. Tell Jokha)
P117994,Umma (mod. Tell Jokha)
P117995,Umma (mod. Tell Jokha)
P117996,Umma (mod. Tell Jokha)
P117997,Umma (mod. Tell Jokha)
P117998,Umma (mod. Tell Jokha)
P117999,Umma (mod. Tell Jokha)
P118000,Umma (mod. Tell Jokha)
P118001,Umma (mod. Tell Jokha)
P118002,Umma (mod. Tell Jokha)
P118003,Umma (mod. Tell Jokha)
P118004,Umma (mod. Tell Jokha)
P118005,Umma (mod. Tell Jokha)
P118006,Umma (mod. Tell Jokha)
P118007,Umma (mod. Tell Jokha)
P118008,Umma (mod. Tell Jokha)
P118009,Umma (mod. Tell Jokha)
P118010,Umma (mod. Tell Jokha)
P118011,Umma (mod. Tell Jokha)
P118012,Umma (mod. Tell Jokha)
P118013,Umma (mod. Tell Jokha)
P118014,Umma (mod. Tell Jokha)
P118015,Umma (mod. Tell Jokha)
P118016,Umma (mod. Tell Jokha)
P118017,Umma (mod. Tell Jokha)
P118018,Umma (mod. Tell Jokha)
P118019,Umma (mod. Tell Jokha)
P118020,Umma (mod. Tell Jokha)
P118021,Umma (mod. Tell Jokha)
P118022,Umma (mod. Tell Jokha)
P118023,Umma (mod. Tell Jokha)
P118024,Umma (mod. Tell Jokha)
P118025,Umma (mod. Tell Jokha)
P118026,Umma (mod. Tell Jokha)
P118027,Umma (mod. Tell Jokha)
P118028,Umma (mod. Tell Jokha)
P118029,Umma (mod. Tell Jokha)
P118030,Umma (mod. Tell Jokha)
P118031,Umma (mod. Tell Jokha)
P118032,Umma (mod. Tell Jokha)
P118033,Umma (mod. Tell Jokha)
P118034,Umma (mod. Tell Jokha)
P118035,Umma (mod. Tell Jokha)
