TabID,Provenience
P130814,Puzriš-Dagan (mod. Drehem)
P130815,Umma (mod. Tell Jokha)
P130816,Umma (mod. Tell Jokha)
P130817,Umma (mod. Tell Jokha)
P130818,Umma (mod. Tell Jokha)
P130819,Umma (mod. Tell Jokha)
P130820,Umma (mod. Tell Jokha)
P130821,Umma (mod. Tell Jokha)
P130822,Umma (mod. Tell Jokha)
P130823,Umma (mod. Tell Jokha)
P130824,Umma (mod. Tell Jokha)
P130825,Umma (mod. Tell Jokha)
P130826,Umma (mod. Tell Jokha)
P130827,Umma (mod. Tell Jokha)
P130828,Puzriš-Dagan (mod. Drehem)
P130829,Puzriš-Dagan (mod. Drehem)
P130830,Puzriš-Dagan (mod. Drehem)
P130831,Puzriš-Dagan (mod. Drehem)
P130832,Puzriš-Dagan (mod. Drehem)
P130833,Puzriš-Dagan (mod. Drehem)
P130834,Umma (mod. Tell Jokha)
P130835,Umma (mod. Tell Jokha)
P130836,Umma (mod. Tell Jokha)
P130837,Umma (mod. Tell Jokha)
P130838,Umma (mod. Tell Jokha)
P130839,Umma (mod. Tell Jokha)
P130840,Umma (mod. Tell Jokha)
P130841,Umma (mod. Tell Jokha)
P130842,Umma (mod. Tell Jokha)
P130843,Umma (mod. Tell Jokha)
P130844,Umma (mod. Tell Jokha)
P130845,Umma (mod. Tell Jokha)
P130846,Umma (mod. Tell Jokha)
P130847,Umma (mod. Tell Jokha)
P130848,Umma (mod. Tell Jokha)
P130849,Umma (mod. Tell Jokha)
P130850,Umma (mod. Tell Jokha)
P130851,Umma (mod. Tell Jokha)
P130852,Umma (mod. Tell Jokha)
P130853,Umma (mod. Tell Jokha)
P130854,Umma (mod. Tell Jokha)
P130855,Umma (mod. Tell Jokha)
P130856,Umma (mod. Tell Jokha)
P130857,Umma (mod. Tell Jokha)
P130858,Umma (mod. Tell Jokha)
P130859,Umma (mod. Tell Jokha)
P130860,Umma (mod. Tell Jokha)
P130861,Umma (mod. Tell Jokha)
P130862,Umma (mod. Tell Jokha)
P130863,Umma (mod. Tell Jokha)
P130864,Umma (mod. Tell Jokha)
P130865,Umma (mod. Tell Jokha)
P130866,Umma (mod. Tell Jokha)
P130867,Umma (mod. Tell Jokha)
P130868,Umma (mod. Tell Jokha)
P130869,Puzriš-Dagan (mod. Drehem)
P130870,Puzriš-Dagan (mod. Drehem)
P130871,Puzriš-Dagan (mod. Drehem)
P130872,Umma (mod. Tell Jokha)
P130873,Umma (mod. Tell Jokha)
P130874,Umma (mod. Tell Jokha)
P130875,Umma (mod. Tell Jokha)
P130876,Umma (mod. Tell Jokha)
P130877,Umma (mod. Tell Jokha)
P130878,Puzriš-Dagan (mod. Drehem)
P130879,Puzriš-Dagan (mod. Drehem)
P130880,Umma (mod. Tell Jokha)
P130881,Puzriš-Dagan (mod. Drehem)
P130882,uncertain (mod. uncertain)
P130883,Puzriš-Dagan (mod. Drehem)
P130884,Puzriš-Dagan (mod. Drehem)
P130885,Umma (mod. Tell Jokha)
P130886,Puzriš-Dagan (mod. Drehem)
P130887,Puzriš-Dagan (mod. Drehem)
P130888,Puzriš-Dagan (mod. Drehem)
P130889,Umma (mod. Tell Jokha)
P130890,Puzriš-Dagan (mod. Drehem)
P130891,Puzriš-Dagan (mod. Drehem)
P130892,Umma (mod. Tell Jokha)
P130893,Puzriš-Dagan (mod. Drehem)
P130894,Umma (mod. Tell Jokha)
P130895,Umma (mod. Tell Jokha)
P130896,Puzriš-Dagan (mod. Drehem)
P130897,Umma (mod. Tell Jokha)
P130898,Puzriš-Dagan (mod. Drehem)
P130899,Umma (mod. Tell Jokha)
P130900,Umma (mod. Tell Jokha)
P130901,Puzriš-Dagan (mod. Drehem)
P130902,Umma (mod. Tell Jokha)
P130903,Puzriš-Dagan (mod. Drehem)
P130904,Puzriš-Dagan (mod. Drehem)
P130905,Umma (mod. Tell Jokha)
P130906,Umma (mod. Tell Jokha)
P130907,Umma (mod. Tell Jokha)
P130908,Umma (mod. Tell Jokha)
P130909,Girsu (mod. Tello)
P130910,Puzriš-Dagan (mod. Drehem)
P130911,Umma (mod. Tell Jokha)
P130912,Umma (mod. Tell Jokha)
P130913,Umma (mod. Tell Jokha)
P130914,Umma (mod. Tell Jokha)
P130915,Umma (mod. Tell Jokha)
P130916,Umma (mod. Tell Jokha)
P130917,Umma (mod. Tell Jokha)
P130918,Puzriš-Dagan (mod. Drehem)
P130919,Umma (mod. Tell Jokha)
P130920,Umma (mod. Tell Jokha)
P130921,uncertain (mod. uncertain)
P130922,Umma (mod. Tell Jokha)
P130923,Umma (mod. Tell Jokha)
P130924,Umma (mod. Tell Jokha)
P130925,Umma (mod. Tell Jokha)
P130926,Puzriš-Dagan (mod. Drehem)
P130927,Umma (mod. Tell Jokha)
P130928,Umma (mod. Tell Jokha)
P130929,Umma (mod. Tell Jokha)
P130930,Umma (mod. Tell Jokha)
P130931,Umma (mod. Tell Jokha)
P130932,Umma (mod. Tell Jokha)
P130933,Umma (mod. Tell Jokha)
P130934,Umma (mod. Tell Jokha)
P130935,Umma (mod. Tell Jokha)
P130936,Umma (mod. Tell Jokha)
P130937,Umma (mod. Tell Jokha)
P130938,Umma (mod. Tell Jokha)
P130939,Umma (mod. Tell Jokha)
P130940,Umma (mod. Tell Jokha)
P130941,Umma (mod. Tell Jokha)
P130942,Umma (mod. Tell Jokha)
P130943,Umma (mod. Tell Jokha)
P130944,Umma (mod. Tell Jokha)
P130945,Umma (mod. Tell Jokha)
P130946,Umma (mod. Tell Jokha)
P130947,Umma (mod. Tell Jokha)
P130948,Umma (mod. Tell Jokha)
P130949,Umma (mod. Tell Jokha)
P130950,Umma (mod. Tell Jokha)
P130951,Umma (mod. Tell Jokha)
P130952,Umma (mod. Tell Jokha)
P130953,Umma (mod. Tell Jokha)
P130954,Umma (mod. Tell Jokha)
P130955,Umma (mod. Tell Jokha)
P130956,Umma (mod. Tell Jokha)
P130957,Umma (mod. Tell Jokha)
P130958,Umma (mod. Tell Jokha)
P130959,Umma (mod. Tell Jokha)
P130960,Umma (mod. Tell Jokha)
P130961,Umma (mod. Tell Jokha)
P130962,uncertain (mod. uncertain)
P130963,uncertain (mod. uncertain)
P130964,Umma (mod. Tell Jokha)
P130965,uncertain (mod. uncertain)
P130966,Umma (mod. Tell Jokha)
P130967,Umma (mod. Tell Jokha)
P130968,Umma (mod. Tell Jokha)
P130969,Umma (mod. Tell Jokha)
P130970,uncertain (mod. uncertain)
P130971,Umma (mod. Tell Jokha)
P130972,Umma (mod. Tell Jokha)
P130973,Umma (mod. Tell Jokha)
P130974,Umma (mod. Tell Jokha)
P130975,Umma (mod. Tell Jokha)
P130976,Umma (mod. Tell Jokha)
P130977,Umma (mod. Tell Jokha)
P130978,Umma (mod. Tell Jokha)
P130979,Umma (mod. Tell Jokha)
P130980,Umma (mod. Tell Jokha)
P130981,Umma (mod. Tell Jokha)
P130982,Umma (mod. Tell Jokha)
P130983,Umma (mod. Tell Jokha)
P130984,Umma (mod. Tell Jokha)
P130985,Umma (mod. Tell Jokha)
P130986,Umma (mod. Tell Jokha)
P130987,Umma (mod. Tell Jokha)
P130988,Umma (mod. Tell Jokha)
P130989,Umma (mod. Tell Jokha)
P130990,Umma (mod. Tell Jokha)
P130991,Umma (mod. Tell Jokha)
P130992,Umma (mod. Tell Jokha)
P130993,Umma (mod. Tell Jokha)
P130994,Umma (mod. Tell Jokha)
P130995,Umma (mod. Tell Jokha)
P130996,Umma (mod. Tell Jokha)
P130997,Umma (mod. Tell Jokha)
P130998,uncertain (mod. uncertain)
P130999,Umma (mod. Tell Jokha)
P131000,Umma (mod. Tell Jokha)
P131001,Umma (mod. Tell Jokha)
P131002,uncertain (mod. uncertain)
P131003,Umma (mod. Tell Jokha)
P131004,uncertain (mod. uncertain)
P131005,Puzriš-Dagan (mod. Drehem)
P131006,Umma (mod. Tell Jokha)
P131007,Umma (mod. Tell Jokha)
P131008,uncertain (mod. uncertain)
P131009,Umma (mod. Tell Jokha)
P131010,Umma (mod. Tell Jokha)
P131011,uncertain (mod. uncertain)
P131012,uncertain (mod. uncertain)
P131013,Umma (mod. Tell Jokha)
P131014,uncertain (mod. uncertain)
P131015,uncertain (mod. uncertain)
P131016,Umma (mod. Tell Jokha)
P131017,Umma (mod. Tell Jokha)
P131018,Umma (mod. Tell Jokha)
P131019,Umma (mod. Tell Jokha)
P131020,uncertain (mod. uncertain)
P131021,uncertain (mod. uncertain)
P131022,Umma (mod. Tell Jokha)
P131023,uncertain (mod. uncertain)
P131024,Umma (mod. Tell Jokha)
P131025,Umma (mod. Tell Jokha)
P131026,uncertain (mod. uncertain)
P131027,Puzriš-Dagan (mod. Drehem)
P131028,Umma (mod. Tell Jokha)
P131029,Umma (mod. Tell Jokha)
P131030,Umma (mod. Tell Jokha)
P131031,Puzriš-Dagan (mod. Drehem)
P131032,Umma (mod. Tell Jokha)
P131033,Umma (mod. Tell Jokha)
P131034,Umma (mod. Tell Jokha)
P131035,uncertain (mod. uncertain)
P131036,Umma (mod. Tell Jokha)
P131037,Umma (mod. Tell Jokha)
P131038,Umma (mod. Tell Jokha)
P131039,Umma (mod. Tell Jokha)
P131040,Umma (mod. Tell Jokha)
P131044,Puzriš-Dagan (mod. Drehem)
P131045,Puzriš-Dagan (mod. Drehem)
P131046,Puzriš-Dagan (mod. Drehem)
P131047,Puzriš-Dagan (mod. Drehem)
P131048,Puzriš-Dagan (mod. Drehem)
P131049,Puzriš-Dagan (mod. Drehem)
P131050,Puzriš-Dagan (mod. Drehem)
P131051,Puzriš-Dagan (mod. Drehem)
P131052,Puzriš-Dagan (mod. Drehem)
P131053,Puzriš-Dagan (mod. Drehem)
P131055,Puzriš-Dagan (mod. Drehem)
P131056,Puzriš-Dagan (mod. Drehem)
P131057,Puzriš-Dagan (mod. Drehem)
P131058,Puzriš-Dagan (mod. Drehem)
P131059,Puzriš-Dagan (mod. Drehem)
P131060,Puzriš-Dagan (mod. Drehem)
P131061,Puzriš-Dagan (mod. Drehem)
P131062,Puzriš-Dagan (mod. Drehem)
P131063,Puzriš-Dagan (mod. Drehem)
P131064,Puzriš-Dagan (mod. Drehem)
P131065,Puzriš-Dagan (mod. Drehem)
P131066,Puzriš-Dagan (mod. Drehem)
P131067,Puzriš-Dagan (mod. Drehem)
P131068,Puzriš-Dagan (mod. Drehem)
P131069,Puzriš-Dagan (mod. Drehem)
P131070,Puzriš-Dagan (mod. Drehem)
P131071,Puzriš-Dagan (mod. Drehem)
P131072,Puzriš-Dagan (mod. Drehem)
P131073,Puzriš-Dagan (mod. Drehem)
P131074,Puzriš-Dagan (mod. Drehem)
P131075,Puzriš-Dagan (mod. Drehem)
P131076,Puzriš-Dagan (mod. Drehem)
P131077,Puzriš-Dagan (mod. Drehem)
P131078,Puzriš-Dagan (mod. Drehem)
P131080,Puzriš-Dagan (mod. Drehem)
P131081,Puzriš-Dagan (mod. Drehem)
P131082,Puzriš-Dagan (mod. Drehem)
P131083,Puzriš-Dagan (mod. Drehem)
P131084,uncertain (mod. uncertain)
P131085,Puzriš-Dagan (mod. Drehem)
P131086,Puzriš-Dagan (mod. Drehem)
P131087,Puzriš-Dagan (mod. Drehem)
P131088,Puzriš-Dagan (mod. Drehem)
P131089,Puzriš-Dagan (mod. Drehem)
P131090,Puzriš-Dagan (mod. Drehem)
P131091,Puzriš-Dagan (mod. Drehem)
P131092,Puzriš-Dagan (mod. Drehem)
P131093,Puzriš-Dagan (mod. Drehem)
P131094,Puzriš-Dagan (mod. Drehem)
P131095,Puzriš-Dagan (mod. Drehem)
P131096,Puzriš-Dagan (mod. Drehem)
P131097,Puzriš-Dagan (mod. Drehem)
P131098,Puzriš-Dagan (mod. Drehem)
P131099,Puzriš-Dagan (mod. Drehem)
P131100,Puzriš-Dagan (mod. Drehem)
P131101,Puzriš-Dagan (mod. Drehem)
P131102,Puzriš-Dagan (mod. Drehem)
P131103,Puzriš-Dagan (mod. Drehem)
P131104,Puzriš-Dagan (mod. Drehem)
P131105,Puzriš-Dagan (mod. Drehem)
P131107,Puzriš-Dagan (mod. Drehem)
P131108,Puzriš-Dagan (mod. Drehem)
P131109,Puzriš-Dagan (mod. Drehem)
P131110,Puzriš-Dagan (mod. Drehem)
P131111,Girsu (mod. Tello)
P131112,Girsu (mod. Tello)
P131113,Girsu (mod. Tello)
P131114,Girsu (mod. Tello)
P131115,Girsu (mod. Tello)
P131116,Girsu (mod. Tello)
P131117,Girsu (mod. Tello)
P131118,Girsu (mod. Tello)
P131119,Girsu (mod. Tello)
P131120,Girsu (mod. Tello)
P131121,Girsu (mod. Tello)
P131122,Girsu (mod. Tello)
P131123,Girsu (mod. Tello)
P131124,Girsu (mod. Tello)
P131125,Girsu (mod. Tello)
P131126,Girsu (mod. Tello)
P131127,Girsu (mod. Tello)
P131128,Girsu (mod. Tello)
P131129,Girsu (mod. Tello)
P131130,Girsu (mod. Tello)
P131131,Girsu (mod. Tello)
P131132,Girsu (mod. Tello)
P131133,Girsu (mod. Tello)
P131134,Girsu (mod. Tello)
P131135,Girsu (mod. Tello)
P131136,Girsu (mod. Tello)
P131137,Girsu (mod. Tello)
P131138,Girsu (mod. Tello)
P131139,Girsu (mod. Tello)
P131140,Girsu (mod. Tello)
P131141,Girsu (mod. Tello)
P131142,Girsu (mod. Tello)
P131143,Girsu (mod. Tello)
P131144,Girsu (mod. Tello)
P131145,Girsu (mod. Tello)
P131146,Girsu (mod. Tello)
P131147,Girsu (mod. Tello)
P131148,Girsu (mod. Tello)
P131149,Girsu (mod. Tello)
P131150,Girsu (mod. Tello)
P131151,Girsu (mod. Tello)
P131152,Girsu (mod. Tello)
P131153,Girsu (mod. Tello)
P131154,Girsu (mod. Tello)
P131155,Girsu (mod. Tello)
P131156,Girsu (mod. Tello)
P131158,Girsu (mod. Tello)
P131159,Girsu (mod. Tello)
P131160,Girsu (mod. Tello)
P131161,Girsu (mod. Tello)
P131162,Girsu (mod. Tello)
P131163,Girsu (mod. Tello)
P131164,Girsu (mod. Tello)
P131165,Girsu (mod. Tello)
P131166,Girsu (mod. Tello)
P131167,Girsu (mod. Tello)
P131168,Girsu (mod. Tello)
P131169,Girsu (mod. Tello)
P131170,Girsu (mod. Tello)
P131171,Girsu (mod. Tello)
P131172,Girsu (mod. Tello)
P131173,Girsu (mod. Tello)
P131174,Girsu (mod. Tello)
P131175,Girsu (mod. Tello)
P131176,Girsu (mod. Tello)
P131177,Girsu (mod. Tello)
P131178,Girsu (mod. Tello)
P131179,Girsu (mod. Tello)
P131180,Girsu (mod. Tello)
P131181,Girsu (mod. Tello)
P131182,Girsu (mod. Tello)
P131183,Girsu (mod. Tello)
P131184,Girsu (mod. Tello)
P131185,Umma (mod. Tell Jokha)
P131186,Girsu (mod. Tello)
P131187,Girsu (mod. Tello)
P131188,Girsu (mod. Tello)
P131189,Girsu (mod. Tello)
P131190,Girsu (mod. Tello)
P131191,Girsu (mod. Tello)
P131192,Girsu (mod. Tello)
P131193,Girsu (mod. Tello)
P131194,Girsu (mod. Tello)
P131195,Girsu (mod. Tello)
P131196,Girsu (mod. Tello)
P131197,Girsu (mod. Tello)
P131198,Girsu (mod. Tello)
P131199,Girsu (mod. Tello)
P131200,Girsu (mod. Tello)
P131201,Girsu (mod. Tello)
P131202,Girsu (mod. Tello)
P131203,Girsu (mod. Tello)
P131204,Girsu (mod. Tello)
P131205,Girsu (mod. Tello)
P131206,Girsu (mod. Tello)
P131207,Girsu (mod. Tello)
P131208,Girsu (mod. Tello)
P131209,Girsu (mod. Tello)
P131210,Girsu (mod. Tello)
P131211,Girsu (mod. Tello)
P131212,Girsu (mod. Tello)
P131213,Girsu (mod. Tello)
P131214,Girsu (mod. Tello)
P131215,Girsu (mod. Tello)
P131216,Girsu (mod. Tello)
P131217,Girsu (mod. Tello)
P131218,Girsu (mod. Tello)
P131219,Girsu (mod. Tello)
P131220,Girsu (mod. Tello)
P131221,Girsu (mod. Tello)
P131222,Girsu (mod. Tello)
P131223,Girsu (mod. Tello)
P131224,Girsu (mod. Tello)
P131225,Girsu (mod. Tello)
P131226,Girsu (mod. Tello)
P131227,Girsu (mod. Tello)
P131228,Girsu (mod. Tello)
P131229,Girsu (mod. Tello)
P131230,Girsu (mod. Tello)
P131231,Girsu (mod. Tello)
P131232,Girsu (mod. Tello)
P131233,Girsu (mod. Tello)
P131234,Girsu (mod. Tello)
P131235,Girsu (mod. Tello)
P131236,Girsu (mod. Tello)
P131237,Girsu (mod. Tello)
P131238,Girsu (mod. Tello)
P131239,Girsu (mod. Tello)
P131240,Girsu (mod. Tello)
P131241,Girsu (mod. Tello)
P131242,Girsu (mod. Tello)
P131243,Girsu (mod. Tello)
P131244,Girsu (mod. Tello)
P131245,Girsu (mod. Tello)
P131246,Girsu (mod. Tello)
P131247,Girsu (mod. Tello)
P131248,Girsu (mod. Tello)
P131249,Girsu (mod. Tello)
P131250,Girsu (mod. Tello)
P131251,Girsu (mod. Tello)
P131252,Girsu (mod. Tello)
P131253,Girsu (mod. Tello)
P131254,Girsu (mod. Tello)
P131255,Girsu (mod. Tello)
P131256,Girsu (mod. Tello)
P131257,Girsu (mod. Tello)
P131258,Girsu (mod. Tello)
P131259,Girsu (mod. Tello)
P131260,Girsu (mod. Tello)
P131261,Girsu (mod. Tello)
P131262,Girsu (mod. Tello)
P131263,Girsu (mod. Tello)
P131264,Girsu (mod. Tello)
P131265,Girsu (mod. Tello)
P131266,Girsu (mod. Tello)
P131267,Girsu (mod. Tello)
P131268,Girsu (mod. Tello)
P131269,Girsu (mod. Tello)
P131270,Girsu (mod. Tello)
P131271,Girsu (mod. Tello)
P131272,Girsu (mod. Tello)
P131273,Girsu (mod. Tello)
P131274,Girsu (mod. Tello)
P131275,Girsu (mod. Tello)
P131276,Girsu (mod. Tello)
P131277,Girsu (mod. Tello)
P131278,Girsu (mod. Tello)
P131279,Girsu (mod. Tello)
P131280,Girsu (mod. Tello)
P131281,Girsu (mod. Tello)
P131282,Girsu (mod. Tello)
P131283,Girsu (mod. Tello)
P131284,Girsu (mod. Tello)
P131285,Girsu (mod. Tello)
P131286,Girsu (mod. Tello)
P131287,Girsu (mod. Tello)
P131288,Girsu (mod. Tello)
P131289,Girsu (mod. Tello)
P131290,Girsu (mod. Tello)
P131291,Girsu (mod. Tello)
P131292,Girsu (mod. Tello)
P131293,Girsu (mod. Tello)
P131294,Girsu (mod. Tello)
P131295,Girsu (mod. Tello)
P131296,Girsu (mod. Tello)
P131297,Girsu (mod. Tello)
P131298,Girsu (mod. Tello)
P131299,Girsu (mod. Tello)
P131300,Girsu (mod. Tello)
P131301,Girsu (mod. Tello)
P131302,Girsu (mod. Tello)
P131303,Girsu (mod. Tello)
P131304,Girsu (mod. Tello)
P131305,Girsu (mod. Tello)
P131306,Girsu (mod. Tello)
P131307,Girsu (mod. Tello)
P131308,Girsu (mod. Tello)
P131309,Girsu (mod. Tello)
P131310,Girsu (mod. Tello)
P131311,Girsu (mod. Tello)
P131312,Girsu (mod. Tello)
P131313,Girsu (mod. Tello)
P131314,Girsu (mod. Tello)
P131315,Girsu (mod. Tello)
P131316,Girsu (mod. Tello)
P131317,Girsu (mod. Tello)
P131318,Girsu (mod. Tello)
P131319,Girsu (mod. Tello)
P131320,Girsu (mod. Tello)
P131321,Girsu (mod. Tello)
P131322,Girsu (mod. Tello)
P131323,Girsu (mod. Tello)
P131324,Girsu (mod. Tello)
P131325,Girsu (mod. Tello)
P131326,Girsu (mod. Tello)
P131327,Girsu (mod. Tello)
P131328,Girsu (mod. Tello)
P131329,Girsu (mod. Tello)
P131330,Girsu (mod. Tello)
P131331,Girsu (mod. Tello)
P131332,Girsu (mod. Tello)
P131333,Girsu (mod. Tello)
P131334,Girsu (mod. Tello)
P131335,Girsu (mod. Tello)
P131336,Girsu (mod. Tello)
P131337,Girsu (mod. Tello)
P131338,Girsu (mod. Tello)
P131339,Girsu (mod. Tello)
P131340,Girsu (mod. Tello)
P131341,Girsu (mod. Tello)
P131342,Girsu (mod. Tello)
P131343,Girsu (mod. Tello)
P131344,Girsu (mod. Tello)
P131345,Girsu (mod. Tello)
P131346,Girsu (mod. Tello)
P131347,Girsu (mod. Tello)
P131348,Girsu (mod. Tello)
P131349,Girsu (mod. Tello)
P131350,Girsu (mod. Tello)
P131351,Girsu (mod. Tello)
P131352,Girsu (mod. Tello)
P131353,Girsu (mod. Tello)
P131354,Girsu (mod. Tello)
P131355,Girsu (mod. Tello)
P131356,Girsu (mod. Tello)
P131357,Girsu (mod. Tello)
P131358,Girsu (mod. Tello)
P131359,Girsu (mod. Tello)
P131360,Girsu (mod. Tello)
P131361,Girsu (mod. Tello)
P131362,Girsu (mod. Tello)
P131363,Girsu (mod. Tello)
P131364,Girsu (mod. Tello)
P131365,Girsu (mod. Tello)
P131366,Girsu (mod. Tello)
P131367,Girsu (mod. Tello)
P131368,Girsu (mod. Tello)
P131369,Girsu (mod. Tello)
P131370,Girsu (mod. Tello)
P131371,Girsu (mod. Tello)
P131372,Girsu (mod. Tello)
P131373,Girsu (mod. Tello)
P131374,Girsu (mod. Tello)
P131375,Girsu (mod. Tello)
P131376,Girsu (mod. Tello)
P131377,Girsu (mod. Tello)
P131378,Girsu (mod. Tello)
P131379,Girsu (mod. Tello)
P131380,Girsu (mod. Tello)
P131381,Girsu (mod. Tello)
P131382,Girsu (mod. Tello)
P131383,Girsu (mod. Tello)
P131384,Girsu (mod. Tello)
P131385,Girsu (mod. Tello)
P131386,Girsu (mod. Tello)
P131387,Girsu (mod. Tello)
P131388,Girsu (mod. Tello)
P131389,Girsu (mod. Tello)
P131390,Girsu (mod. Tello)
P131391,Girsu (mod. Tello)
P131392,Girsu (mod. Tello)
P131393,Girsu (mod. Tello)
P131394,Girsu (mod. Tello)
P131395,Girsu (mod. Tello)
P131396,Girsu (mod. Tello)
P131397,Girsu (mod. Tello)
P131398,Girsu (mod. Tello)
P131399,Girsu (mod. Tello)
P131400,Girsu (mod. Tello)
P131401,Girsu (mod. Tello)
P131402,Girsu (mod. Tello)
P131403,Girsu (mod. Tello)
P131404,Girsu (mod. Tello)
P131405,Girsu (mod. Tello)
P131406,Girsu (mod. Tello)
P131407,Girsu (mod. Tello)
P131408,Girsu (mod. Tello)
P131409,Girsu (mod. Tello)
P131410,Girsu (mod. Tello)
P131411,Girsu (mod. Tello)
P131412,Girsu (mod. Tello)
P131413,Girsu (mod. Tello)
P131414,Girsu (mod. Tello)
P131415,Girsu (mod. Tello)
P131416,Girsu (mod. Tello)
P131417,Girsu (mod. Tello)
P131418,Girsu (mod. Tello)
P131419,Girsu (mod. Tello)
P131420,Girsu (mod. Tello)
P131421,Girsu (mod. Tello)
P131422,Girsu (mod. Tello)
P131423,Girsu (mod. Tello)
P131424,Girsu (mod. Tello)
P131425,Girsu (mod. Tello)
P131426,Girsu (mod. Tello)
P131427,Girsu (mod. Tello)
P131428,Girsu (mod. Tello)
P131429,Girsu (mod. Tello)
P131430,Girsu (mod. Tello)
P131431,Girsu (mod. Tello)
P131432,Girsu (mod. Tello)
P131433,Girsu (mod. Tello)
P131434,Girsu (mod. Tello)
P131435,Girsu (mod. Tello)
P131436,Girsu (mod. Tello)
P131437,Girsu (mod. Tello)
P131438,Girsu (mod. Tello)
P131439,Girsu (mod. Tello)
P131440,Girsu (mod. Tello)
P131441,Girsu (mod. Tello)
P131442,Girsu (mod. Tello)
P131443,Girsu (mod. Tello)
P131444,Girsu (mod. Tello)
P131445,Girsu (mod. Tello)
P131446,Girsu (mod. Tello)
P131447,Girsu (mod. Tello)
P131448,Girsu (mod. Tello)
P131449,Girsu (mod. Tello)
P131450,Girsu (mod. Tello)
P131451,Girsu (mod. Tello)
P131452,Girsu (mod. Tello)
P131453,Girsu (mod. Tello)
P131454,Girsu (mod. Tello)
P131455,Girsu (mod. Tello)
P131456,Girsu (mod. Tello)
P131457,Girsu (mod. Tello)
P131458,Girsu (mod. Tello)
P131459,Girsu (mod. Tello)
P131460,Girsu (mod. Tello)
P131461,Girsu (mod. Tello)
P131462,Girsu (mod. Tello)
P131463,Girsu (mod. Tello)
P131464,Girsu (mod. Tello)
P131465,Girsu (mod. Tello)
P131466,Girsu (mod. Tello)
P131467,Girsu (mod. Tello)
P131468,Girsu (mod. Tello)
P131469,Girsu (mod. Tello)
P131470,Girsu (mod. Tello)
P131471,Girsu (mod. Tello)
P131472,Girsu (mod. Tello)
P131473,Girsu (mod. Tello)
P131474,Girsu (mod. Tello)
P131475,Girsu (mod. Tello)
P131476,Girsu (mod. Tello)
P131477,Girsu (mod. Tello)
P131478,Girsu (mod. Tello)
P131479,Girsu (mod. Tello)
P131480,Girsu (mod. Tello)
P131481,Girsu (mod. Tello)
P131482,Girsu (mod. Tello)
P131483,Girsu (mod. Tello)
P131484,Girsu (mod. Tello)
P131485,Girsu (mod. Tello)
P131486,Girsu (mod. Tello)
P131487,Girsu (mod. Tello)
P131488,Girsu (mod. Tello)
P131489,Girsu (mod. Tello)
P131490,Girsu (mod. Tello)
P131491,Girsu (mod. Tello)
P131492,Girsu (mod. Tello)
P131493,Girsu (mod. Tello)
P131494,Girsu (mod. Tello)
P131495,Girsu (mod. Tello)
P131496,Girsu (mod. Tello)
P131497,Girsu (mod. Tello)
P131498,Girsu (mod. Tello)
P131499,Girsu (mod. Tello)
P131500,Girsu (mod. Tello)
P131501,Girsu (mod. Tello)
P131502,Girsu (mod. Tello)
P131503,Girsu (mod. Tello)
P131504,Girsu (mod. Tello)
P131505,Girsu (mod. Tello)
P131506,Girsu (mod. Tello)
P131507,Girsu (mod. Tello)
P131508,Girsu (mod. Tello)
P131509,Girsu (mod. Tello)
P131510,Girsu (mod. Tello)
P131511,Girsu (mod. Tello)
P131512,Girsu (mod. Tello)
P131513,Girsu (mod. Tello)
P131514,Girsu (mod. Tello)
P131515,Girsu (mod. Tello)
P131516,Girsu (mod. Tello)
P131517,Girsu (mod. Tello)
P131518,Girsu (mod. Tello)
P131519,Girsu (mod. Tello)
P131520,Girsu (mod. Tello)
P131521,Girsu (mod. Tello)
P131522,Girsu (mod. Tello)
P131523,Girsu (mod. Tello)
P131524,Girsu (mod. Tello)
P131525,Girsu (mod. Tello)
P131526,Girsu (mod. Tello)
P131527,Girsu (mod. Tello)
P131528,Girsu (mod. Tello)
P131529,Girsu (mod. Tello)
P131530,Girsu (mod. Tello)
P131531,Girsu (mod. Tello)
P131532,Girsu (mod. Tello)
P131533,Girsu (mod. Tello)
P131534,Girsu (mod. Tello)
P131535,Girsu (mod. Tello)
P131536,Girsu (mod. Tello)
P131537,Girsu (mod. Tello)
P131538,Girsu (mod. Tello)
P131539,Girsu (mod. Tello)
P131540,Girsu (mod. Tello)
P131541,Girsu (mod. Tello)
P131542,Girsu (mod. Tello)
P131543,Girsu (mod. Tello)
P131544,Girsu (mod. Tello)
P131545,Girsu (mod. Tello)
P131546,Girsu (mod. Tello)
P131547,Girsu (mod. Tello)
P131548,Girsu (mod. Tello)
P131549,Girsu (mod. Tello)
P131550,Girsu (mod. Tello)
P131551,Girsu (mod. Tello)
P131552,Girsu (mod. Tello)
P131553,Girsu (mod. Tello)
P131554,Girsu (mod. Tello)
P131555,Girsu (mod. Tello)
P131556,Girsu (mod. Tello)
P131557,Girsu (mod. Tello)
P131558,Puzriš-Dagan (mod. Drehem)
P131559,Puzriš-Dagan (mod. Drehem)
P131560,Puzriš-Dagan (mod. Drehem)
P131561,Puzriš-Dagan (mod. Drehem)
P131562,Puzriš-Dagan (mod. Drehem)
P131563,Puzriš-Dagan (mod. Drehem)
P131564,Puzriš-Dagan (mod. Drehem)
P131565,Puzriš-Dagan (mod. Drehem)
P131566,Puzriš-Dagan (mod. Drehem)
P131567,Puzriš-Dagan (mod. Drehem)
